walletid,Wallet Create Date,Wallet Create Stage,Movement 202101,Movement 202102,Movement 202103,Movement 202104,Movement 202101 - 202104
GPX4qB5uc1JsLyUiqZ7gDQu38jjTMKEGC1,20201002,Pre Launch,0.00,0.00,-1 325 150.69,0.00,-1 325 150.69
Gg63yN5rjrDzYnbBdaBLUsLsqz6PeRtaod,20201002,Pre Launch,0.00,0.00,-1 315 976.49,0.00,-1 315 976.49
GVFeYKoZv28x9eZCGnE4He6xyauGsJUoBV,20201002,Pre Launch,0.00,0.00,-1 315 708.17,0.00,-1 315 708.17
GYndCqLLitdeAydY7kSzPRKprEtm4XRRJe,20201002,Pre Launch,0.00,0.00,-1 313 171.32,0.00,-1 313 171.32
Gewmeaaz1gXzksYkfm2yczda31JkJFXCnK,20201002,Pre Launch,0.00,0.00,-1 313 096.56,0.00,-1 313 096.56
GaeVMugBarSZT1c3oftvE97HhL8UepxubW,20201002,Pre Launch,0.00,0.00,-1 299 853.23,0.00,-1 299 853.23
GJkrqsGuySLcWt1uacGp6oQUNEeDSmyEoN,20201002,Pre Launch,0.00,0.00,-1 294 561.83,0.00,-1 294 561.83
GNJcs9LVJ9vwZz1KSdWChY6nTdsoDYZZ8h,20201002,Pre Launch,0.00,0.00,-1 287 969.97,0.00,-1 287 969.97
GWVRw3Am2KPmgJP3fx9YcdhCBd4odPpz4o,20201002,Pre Launch,0.00,0.00,-1 287 189.66,0.00,-1 287 189.66
GTGyD5qXJMnZDtASk3M5okXJgLWXLzhfaW,20201002,Pre Launch,0.00,0.00,-1 286 150.52,0.00,-1 286 150.52
GWVjdWdfRxmsUkBkBYGyh2cLWGkpZkkVwX,20201002,Pre Launch,0.00,0.00,-1 284 517.45,0.00,-1 284 517.45
GNCT8AmNVHTKxLn1ciGDBzBoiuHV3iR2iL,20201002,Pre Launch,0.00,0.00,-1 284 292.09,0.00,-1 284 292.09
GawujNJ9nWyTVFFSPJQU43PuWvjNXbDx9j,20201002,Pre Launch,0.00,0.00,-1 282 326.39,0.00,-1 282 326.39
GZb7ej5VjN85CCeCsYdvyLN3vupMJeT2z9,20201002,Pre Launch,0.00,0.00,-1 281 146.55,0.00,-1 281 146.55
GTfukeV3XsBvi6ekzXnr1YJMDA1ABXq57H,20201002,Pre Launch,0.00,0.00,-1 272 572.89,0.00,-1 272 572.89
Gh6SPgCQipuBwffWthjYt6q3Mq42zyZYMU,20201002,Pre Launch,0.00,0.00,-1 271 389.33,0.00,-1 271 389.33
GK6qWKDrKKwYbcSYrAdSq5cagq2m96vE6z,20201002,Pre Launch,0.00,0.00,-1 256 928.50,0.00,-1 256 928.50
GYA6ED9xXRHjzpa3EZ4cJNcwJ8rCgzGtz4,20201002,Pre Launch,0.00,0.00,-1 252 810.58,0.00,-1 252 810.58
GeY3uVKufMoMhtVFPvBZA2wpv1Ff4cXKCJ,20201002,Pre Launch,0.00,0.00,-1 249 570.79,0.00,-1 249 570.79
GaCTDTrGU898Ch9rQiuwjffZTThnSW6Hr4,20201002,Pre Launch,0.00,0.00,-1 241 613.23,0.00,-1 241 613.23
GaSt97WZxEqPEm4mQi7DjCjLLtK2NTUKmS,20201002,Pre Launch,0.00,0.00,-1 240 241.40,0.00,-1 240 241.40
GZ2r1fqtL1JWH9RsaCPNjr6VhygVTSAjaa,20201002,Pre Launch,0.00,0.00,-1 235 929.44,0.00,-1 235 929.44
Gb4DDQ4NKB2Jke1QDhZC5JB2YYj5GxaiJF,20201002,Pre Launch,0.00,0.00,-1 234 442.06,0.00,-1 234 442.06
GUVWKnV3MmQxai6Av1svBjJSAwyRdMwMpZ,20201002,Pre Launch,0.00,0.00,-1 224 500.75,0.00,-1 224 500.75
GVWvYoThpu6vd5BJ5yc8cQf5JGvXwCF9AF,20201002,Pre Launch,0.00,0.00,-1 222 931.86,0.00,-1 222 931.86
GfueeFsbZwnY5vV9Fp1CUVyWeB4fxCHJkD,20201002,Pre Launch,0.00,0.00,-1 222 496.37,0.00,-1 222 496.37
GgjVRepELxBgnPv7C9rqKrTVN6QYGoiszT,20201002,Pre Launch,0.00,0.00,-1 215 474.70,0.00,-1 215 474.70
GM9AC4dMPYRrMFGBGeWYyBgGFXZ2xqUPAB,20201002,Pre Launch,0.00,0.00,-1 215 207.03,0.00,-1 215 207.03
GcMGNHDVYnwePChQzsMHoPaPr4whAAdBfi,20201002,Pre Launch,0.00,0.00,-1 208 228.31,0.00,-1 208 228.31
GbAe7BQoEzrTWmvyHMPmVdzjDxCLfo2HEf,20201002,Pre Launch,0.00,0.00,-1 198 122.82,0.00,-1 198 122.82
GgUyBZjdy39EKhVuu1iXwHM7f3a5ABadkj,20201002,Pre Launch,0.00,0.00,-1 190 611.14,0.00,-1 190 611.14
GT2VkAjobDyVj9Ntt8swpn6qpDZfk98GqZ,20201001,Pre Launch,0.00,0.00,-1 187 614.62,0.00,-1 187 614.62
GQDeBKjjSbAsvEeW5ExSBoPXmp6d5JrSXR,20201002,Pre Launch,0.00,0.00,-1 186 220.69,0.00,-1 186 220.69
GLkPpeNSoQA5viteDHEHjvVbayRJWbBEgC,20201001,Pre Launch,0.00,0.00,-1 183 756.61,0.00,-1 183 756.61
Gffneg4stvWBv6QVAShEbDsqsX3wLKotvr,20201002,Pre Launch,0.00,0.00,-1 163 437.23,0.00,-1 163 437.23
GbzsmLK5A3JTmqPELZVDE7ojNm6C79SdNQ,20201002,Pre Launch,0.00,0.00,-1 161 856.74,0.00,-1 161 856.74
GbabSG2RVdJHhXhvn7qmmFoGtyWngi68jP,20201002,Pre Launch,0.00,0.00,-1 160 497.42,0.00,-1 160 497.42
GMEbM3EzcnaxF29FwkiN1BQ1qm9MxE5ZV5,20201002,Pre Launch,0.00,0.00,-1 159 435.77,0.00,-1 159 435.77
GQd1JBAxznBxiYYzjg3WjfhS4Rr9cdy9h5,20201002,Pre Launch,0.00,0.00,-1 149 443.51,0.00,-1 149 443.51
GZmLpJ11EecEqKULGpt3mQyJfAH3iM9bv4,20201002,Pre Launch,0.00,0.00,-1 143 578.87,0.00,-1 143 578.87
GbZFtaEoArmuHfnUa59j8zCgDbHLnt8XKP,20201002,Pre Launch,0.00,0.00,-1 140 882.97,0.00,-1 140 882.97
GSTSJBKyUJjW4kAXEsjA2KSRoGm1tBZKUT,20201002,Pre Launch,0.00,0.00,-1 139 725.28,0.00,-1 139 725.28
GRuX9uH7XhWSE3cmnoSpD7x4hNP9aThKvo,20201002,Pre Launch,0.00,0.00,-1 136 163.89,0.00,-1 136 163.89
GfgNkVA2ke2mcMGwtjHRSYY5SXiiT8oDjK,20201002,Pre Launch,0.00,0.00,-1 124 913.13,0.00,-1 124 913.13
GfX71cwaLjdkZu8oLoe8oYHgqs15pTexTw,20201002,Pre Launch,0.00,0.00,-1 124 755.45,0.00,-1 124 755.45
Ggk7Pn8t1aNrA86gQs6a9v315sP7bRJJys,20201002,Pre Launch,0.00,0.00,-1 120 426.91,0.00,-1 120 426.91
GQXwPQdiDvQR4NA6vh2Wn1ut5Za8E9cJ5E,20201002,Pre Launch,0.00,0.00,-1 118 781.06,0.00,-1 118 781.06
GZFYp2rfWvMKN6jUnjDvqSByCbSVmvfU4Z,20201002,Pre Launch,0.00,0.00,-1 117 993.97,0.00,-1 117 993.97
GeqvNTihEprysMcYQFXS7AUrhUqQz3XyPu,20201002,Pre Launch,0.00,0.00,-1 116 899.55,0.00,-1 116 899.55
GU6EUtoNMAxcf3eYjxbK4jUDHUpdMmErY3,20201002,Pre Launch,0.00,0.00,-1 113 652.68,0.00,-1 113 652.68
GZBuLyJdJTaDuoP9JUbWZcjd7oevBkpjew,20201001,Pre Launch,0.00,0.00,-1 113 534.38,0.00,-1 113 534.38
GYGPZDAs8ykDnoAbX3oNVEXT16UFfqnbSa,20201002,Pre Launch,0.00,0.00,-1 112 817.11,0.00,-1 112 817.11
GbwdurtGJhzKyecL4u3LNA734dgvBwfvuD,20201002,Pre Launch,0.00,0.00,-1 112 033.54,0.00,-1 112 033.54
GUsrVm3kb75Sco9teF1VbWw8kK1AXnFCd2,20201002,Pre Launch,0.00,0.00,-1 105 166.71,0.00,-1 105 166.71
GL4jBjGSsAExFbAQMfUgytRzNXD4uLXshL,20201002,Pre Launch,0.00,0.00,-1 097 326.66,0.00,-1 097 326.66
GWejTY6m6pcJw8yHskVUq6NCb4NrEMGGfF,20201001,Pre Launch,0.00,0.00,-1 097 168.70,0.00,-1 097 168.70
GVxoCjyXdM2iWX6LQ8aYMfqFZaUqmwd8Sj,20201002,Pre Launch,0.00,0.00,-1 096 280.79,0.00,-1 096 280.79
Gc3nKB4EyTcQu2iXcqYDuwrK2EU3Y4NUuE,20201002,Pre Launch,0.00,0.00,-1 094 720.04,0.00,-1 094 720.04
GTnAmw8o9SHcZSauPtWCPFQG2uoxKNiuvQ,20201002,Pre Launch,0.00,0.00,-1 091 183.59,0.00,-1 091 183.59
GbkPwKQhgJLL8WXsy1hBkYS2EeEo3ogVT2,20201001,Pre Launch,0.00,0.00,-1 088 165.41,0.00,-1 088 165.41
GTrncy4yaQiKMnzzVFEPMixNvYhUsBDFj7,20201002,Pre Launch,0.00,0.00,-1 088 080.98,0.00,-1 088 080.98
GTvse4BivdruvRca66BVM6spy2wHM3MAfQ,20201002,Pre Launch,0.00,0.00,-1 084 524.53,0.00,-1 084 524.53
GQfuD3hHvFqTJxfxy1Xkf1EvJyM3sAWQRw,20201002,Pre Launch,0.00,0.00,-1 078 973.45,0.00,-1 078 973.45
GcdhDTbqNR6a2vBby9f1EQL5gfVq1WMsxt,20201002,Pre Launch,0.00,0.00,-1 075 307.25,0.00,-1 075 307.25
GYxu3PHv1XvNdsAVNgWzdU7FFKZ2v7kFdz,20201002,Pre Launch,0.00,0.00,-1 068 387.77,0.00,-1 068 387.77
GbJ2Aoacjs44wnxhk9Gb7kQQT4dw6FiCSZ,20201002,Pre Launch,0.00,0.00,-1 067 605.80,0.00,-1 067 605.80
GZ66ZVEfqH8RNGcJ3y865saWMpRS2a6meD,20201002,Pre Launch,0.00,0.00,-1 066 177.21,0.00,-1 066 177.21
GL5qXz4DVKaX5GXerM41gqif42kFAUa5c5,20201002,Pre Launch,0.00,0.00,-1 057 227.81,0.00,-1 057 227.81
Gds5mQ23VnosVJzwvBAu2BvvpGR17D23iQ,20201002,Pre Launch,0.00,0.00,-1 050 416.84,0.00,-1 050 416.84
GXGSsRMnUydNbKuFSnoGHVTTFw6NfNHb4Y,20201002,Pre Launch,0.00,0.00,-1 048 024.25,0.00,-1 048 024.25
GZaUmL128NY7RfWbEUVHXUQZMEqbSHvkyK,20201002,Pre Launch,0.00,0.00,-1 038 205.99,0.00,-1 038 205.99
GM54fnpmqgpdYD78t6H3VmNr4yux151P29,20201002,Pre Launch,0.00,0.00,-1 032 960.49,0.00,-1 032 960.49
GVTQ59s6dPugEk6VH3VwMqy6vL3YgMMkWc,20201002,Pre Launch,0.00,0.00,-1 028 284.67,0.00,-1 028 284.67
Ge24wD2Ecnubk1vgwKGPY7ySoephG4UKQK,20201002,Pre Launch,0.00,0.00,-1 027 335.72,0.00,-1 027 335.72
GcM6hM3EnuqttwWLEptB9jdXtokEYKgYf9,20201001,Pre Launch,0.00,0.00,-1 027 152.05,0.00,-1 027 152.05
GgmWiPrERLaAp225XFzvWthri1zUtBPS3J,20201002,Pre Launch,0.00,0.00,-1 023 303.65,0.00,-1 023 303.65
GT3yinzMG2bMmShWq5DkFAEbVLNyxKz6kz,20201002,Pre Launch,0.00,0.00,-1 022 487.71,0.00,-1 022 487.71
GQQWn7cwLv7jaMcQcE45URJ3d8cM1Nfecb,20201002,Pre Launch,0.00,0.00,-1 019 411.24,0.00,-1 019 411.24
GQsvkcxmKYWDjVhF4Zdx1uB7YPQtC7RUrd,20201002,Pre Launch,0.00,0.00,-1 017 397.56,0.00,-1 017 397.56
GT8xruVdSa7B9ja2GzMY2oJp6v8wSQydKf,20201002,Pre Launch,0.00,0.00,-1 014 941.87,0.00,-1 014 941.87
Gg4kpoKGov4YF3pT4m1tdZNULwaCWnnaG5,20201002,Pre Launch,0.00,0.00,-1 007 765.41,0.00,-1 007 765.41
Ga9M6XiiRRQXo76fZiRzNNyFERw4K1UFJu,20201002,Pre Launch,0.00,0.00,-1 004 189.97,0.00,-1 004 189.97
GWdfiU7b5QtZgM1m874n58RPxpNGrF8pqQ,20201002,Pre Launch,0.00,0.00,-990 948.80,0.00,-990 948.80
GSi3JFVEdz2p6HR8DdZAxC6BkgPs4y1JZZ,20201002,Pre Launch,0.00,0.00,-988 854.27,0.00,-988 854.27
Ge3JNJp1egxHyNoShPYPDyXLTJXmsvat7T,20201002,Pre Launch,0.00,0.00,-987 542.70,0.00,-987 542.70
GPpqaLCGkTWcn1HAYLbkRG3xr9D5FhrUjo,20201002,Pre Launch,0.00,0.00,-952 384.99,0.00,-952 384.99
GgDyU3qtoeNm6K6e2cqyEA4hHmHyKPHGDe,20201001,Pre Launch,0.00,0.00,-945 168.80,0.00,-945 168.80
GXLvLawyh4WtNRE7nPXQwfBxBQU6tvuA5Z,20201002,Pre Launch,0.00,0.00,-942 438.84,0.00,-942 438.84
GYAzi7GRNUaB95LmjZtuJK5Tsiuj8B4HWm,20201002,Pre Launch,0.00,0.00,-934 493.62,0.00,-934 493.62
GYFExiaN7W5TcWanqsQT7DwTxSAFvaJwCk,20201002,Pre Launch,0.00,0.00,-934 285.66,0.00,-934 285.66
Gev3Uf4wYo6YxLRUxAgb5ZxUrgo29WX6HN,20201002,Pre Launch,0.00,0.00,-933 531.20,0.00,-933 531.20
GY5PNmtHbE52fLV2FE31hzwAj4fxXkvZkS,20201002,Pre Launch,0.00,0.00,-930 788.37,0.00,-930 788.37
GSZo1ALTz5j8ZgptxfnDsJYCXwrqp3rZuG,20201001,Pre Launch,0.00,0.00,-927 564.51,0.00,-927 564.51
GVLinidfoM2nVA7DCvczuLm4jkgLvw7369,20201002,Pre Launch,0.00,0.00,-926 358.07,0.00,-926 358.07
Gf4jczu8mHkKhWXjvUNEMXGYHMvNvt1ywU,20201002,Pre Launch,0.00,0.00,-917 404.29,0.00,-917 404.29
GfCgMfpH1mLFczkKvrDvSxei6s1W3sSyR3,20201002,Pre Launch,0.00,0.00,-909 874.65,0.00,-909 874.65
Gfwk2d6TmFUFZP4kkZzrpJjL49mXsvst6Q,20201002,Pre Launch,0.00,0.00,-908 505.55,0.00,-908 505.55
GcDtRXmHn4Ric3LoCXZaJ9uiM8zUTi2tdP,20201002,Pre Launch,0.00,0.00,-906 591.03,0.00,-906 591.03
GJrLVeVUcR23hNP1kRgkPaxiTiy7cbUdzK,20201002,Pre Launch,0.00,0.00,-903 763.70,0.00,-903 763.70
GXKigWSWR9MFaradt66Fr3EkiDJiXK3Eoh,20201002,Pre Launch,0.00,0.00,-902 384.15,0.00,-902 384.15
Gg9GGhtDEMKnEKXRsZU66mY1cMpmfuPbiz,20201002,Pre Launch,0.00,0.00,-895 568.71,0.00,-895 568.71
GJBxKXL4EQhwjqVNKqZjmNbNoWv1bnPGUs,20201002,Pre Launch,0.00,0.00,-894 982.57,0.00,-894 982.57
GWR1FY9dfbCdeW92g1rddrBGprFkEbRLJ2,20201002,Pre Launch,0.00,0.00,-889 126.57,0.00,-889 126.57
GNb7ERAY89NYiSnk1j5DJweEPxZC8K898J,20201002,Pre Launch,0.00,0.00,-881 253.85,0.00,-881 253.85
GNZ4HrxtQKtdJGfWbGTFu98XQhArBKfrYr,20201002,Pre Launch,0.00,0.00,-877 030.44,0.00,-877 030.44
GcKr2qsmAQrXy3NfyGhmHBNW8mJzm7NH7x,20201002,Pre Launch,0.00,0.00,-873 406.91,0.00,-873 406.91
GKV48ZppfSa75MSnPf5sHrmbTHhPsohzwM,20201002,Pre Launch,0.00,0.00,-873 137.36,0.00,-873 137.36
GM9QnTqBtu4ngQc5Rnkys6YxVkcxu61HB9,20201002,Pre Launch,0.00,0.00,-868 737.96,0.00,-868 737.96
GYdtUfEPa66f879fw5KnGSww7mg2cp66UH,20201002,Pre Launch,0.00,0.00,-861 543.09,0.00,-861 543.09
GTsukSXNy74K31cRrCWAFq21xwQiQth1RC,20201002,Pre Launch,0.00,0.00,-859 444.96,0.00,-859 444.96
GYRAqcfGqUbiWBoYrQdVW2uSdcNKtJH7FK,20201002,Pre Launch,0.00,0.00,-858 778.11,0.00,-858 778.11
GWrLvAnc22fshN4kfQRkPEEoFhNvUmeHfY,20201002,Pre Launch,0.00,0.00,-853 306.43,0.00,-853 306.43
GgQoimfKC62qRHSWBNKYe6F4BkhycpzkDU,20201002,Pre Launch,0.00,0.00,-847 236.53,0.00,-847 236.53
Gbqi3PAqo8ppNaRnqht6rR9df9r4Hf4E2E,20201002,Pre Launch,0.00,0.00,-845 475.82,0.00,-845 475.82
GJRGn7EE3EYtUe6aCgh1P9hKEpFAc8u8dK,20201002,Pre Launch,0.00,0.00,-844 665.35,0.00,-844 665.35
GLgpdzcwKE5wFQTFJ1fmr5KJy9WswFoH3r,20201002,Pre Launch,0.00,0.00,-832 198.12,0.00,-832 198.12
GXBXXwXYiqSM6TNP1mEmUWvNSnKH6xjFsn,20201002,Pre Launch,0.00,0.00,-821 680.63,0.00,-821 680.63
GWedoChtgHkRQPsaQ7N7zipBE7ox2YS8gj,20201002,Pre Launch,0.00,0.00,-817 170.76,0.00,-817 170.76
GPp1y49SrzBF5HyC1qqbChgDsMLtJfHri7,20201002,Pre Launch,0.00,0.00,-815 116.97,0.00,-815 116.97
GPFtACwxX6KidxByhzQjR6Q33pWkzDgrrP,20201001,Pre Launch,0.00,0.00,-807 872.75,0.00,-807 872.75
GPGu2Ue7Q298KBWe2fnHkVWPu947GuCKtr,20201002,Pre Launch,0.00,0.00,-795 447.25,0.00,-795 447.25
GJyhcE7yqxk6TyrvK3VuQ9AF9ZgMSN6hXH,20201002,Pre Launch,0.00,0.00,-793 500.68,0.00,-793 500.68
GM2WryFya41ngFVDs7XAyTdc9f47CRNco6,20201002,Pre Launch,0.00,0.00,-790 234.82,0.00,-790 234.82
GYpAGBuwhjfERFef4A6fUX1DV9mcn93YET,20201002,Pre Launch,0.00,0.00,-788 971.26,0.00,-788 971.26
GcfVFZhg7Uv1kWCXbyAz23fDxSyyNABDTz,20201002,Pre Launch,0.00,0.00,-778 472.54,0.00,-778 472.54
GQaaENLzRtxRBYioAS7bdzjnKP6Uj8aX2D,20201002,Pre Launch,0.00,0.00,-774 026.42,0.00,-774 026.42
GguohFPzMXEv9KPsDV9BQYEb5etWLHLsLK,20201002,Pre Launch,0.00,0.00,-773 774.21,0.00,-773 774.21
GaVhHzjGhpmUcdCWte9nPcdoRoiQA8rX31,20201002,Pre Launch,0.00,0.00,-763 191.04,0.00,-763 191.04
GMbRvkPaWLuRtfxLVZF7MBCVokTAkVDSsj,20201002,Pre Launch,0.00,0.00,-762 508.90,0.00,-762 508.90
GMkB9ameLJ3D86G7181aKyPyMnNPPLRHhW,20201002,Pre Launch,0.00,0.00,-750 335.47,0.00,-750 335.47
GW1BsnKBrUk7NmDiQEZT3DCgkA52haGTU5,20201002,Pre Launch,0.00,0.00,-745 850.26,0.00,-745 850.26
GMxZUFdMEfhLMkGV52jN32AuNPDFVQjEFe,20201002,Pre Launch,0.00,0.00,-745 032.37,0.00,-745 032.37
GgRoedyTa8t7c8D6zY4wNd8aLAo5BbSZyF,20201002,Pre Launch,0.00,0.00,-744 769.03,0.00,-744 769.03
GfyrebComtgWSJhxAHRi6Foy7hZzhe2gzs,20201002,Pre Launch,0.00,0.00,-742 053.07,0.00,-742 053.07
GQdntHtjwqd6G57iYWREG9r9Ed7hg8ttiW,20201002,Pre Launch,0.00,0.00,-739 890.83,0.00,-739 890.83
GMDNqrqb18fiqsXYMS73x29uJJ3bvNjfvK,20201002,Pre Launch,0.00,0.00,-733 453.86,0.00,-733 453.86
GXXPZy8pqLSbdeeFWQ8QwF1zdE98e52gDC,20201001,Pre Launch,0.00,0.00,-719 323.49,0.00,-719 323.49
GU7Qwi15eETFS7onGH4YtSMLZZxnEGFHFi,20201002,Pre Launch,0.00,0.00,-695 716.82,0.00,-695 716.82
Ggee9kP2BasfNKXTwKJj2ormkaPMsyeWj3,20201002,Pre Launch,0.00,0.00,-694 611.81,0.00,-694 611.81
Gc3PbWDBiZ6ecu5mKMfr8787Qz8AGH2A7D,20201001,Pre Launch,0.00,0.00,-694 408.09,0.00,-694 408.09
GLbQFGqyPwqf8eDmzTHnZvXeUYHtyvdDaN,20200929,Pre Launch,0.00,0.00,-685 644.61,0.00,-685 644.61
GSvPG28RMLvqvXrHfuMWzEzm9vRgRuL8JA,20201002,Pre Launch,0.00,0.00,-685 013.02,0.00,-685 013.02
GKVK4oMPVcNh5WUU7W9KmxeDPnR9hpXUdW,20201002,Pre Launch,0.00,0.00,-679 178.08,0.00,-679 178.08
GgpNfQY8ePRYebf1cQHK2iQ3kdpm85CjGu,20201002,Pre Launch,0.00,0.00,-678 741.74,0.00,-678 741.74
GVwjsfdwspng2uMAFBdX2BzpdhZEJhCSha,20201002,Pre Launch,0.00,0.00,-666 510.59,0.00,-666 510.59
Ggpq4qd198pGmA6cF7wxf9P95u3v2af7LT,20201002,Pre Launch,0.00,0.00,-656 956.38,0.00,-656 956.38
GVU4ShKc6TsisqsuqSK9ZiX2X2fXfRxLxy,20201002,Pre Launch,0.00,0.00,-656 332.47,0.00,-656 332.47
GYazBd2u2F3CFyi7KXvv5jb8NitxVs9AR9,20201002,Pre Launch,0.00,0.00,-653 716.33,0.00,-653 716.33
GWbeEy2xxNzhiu2Pu7axjo9GYecBfXtHWn,20201002,Pre Launch,0.00,0.00,-651 143.17,0.00,-651 143.17
GNiE7iCdvpCqTkaxhgTyDCHsAbRgLHoJfe,20201002,Pre Launch,0.00,0.00,-645 343.61,0.00,-645 343.61
GSjvL8KKV3qHPJhyJuEDw8Ru7pbySEVhAW,20201002,Pre Launch,0.00,0.00,-642 424.34,0.00,-642 424.34
GSVAigvsfB5K56CrUixToH4LDZiJnXbnaf,20201002,Pre Launch,0.00,0.00,-640 575.26,0.00,-640 575.26
GcZetTCWrqwCdhq3PFdZ5bHB4zakFjS2Q4,20201002,Pre Launch,0.00,0.00,-636 323.99,0.00,-636 323.99
GRGaJUrruuRzp3PypRDJw5WBE2sZYwuWSt,20201002,Pre Launch,0.00,0.00,-633 632.39,0.00,-633 632.39
GNrj2trCmfMc1XFDicQMcGCgxy3zjEuVzs,20201002,Pre Launch,0.00,0.00,-620 447.95,0.00,-620 447.95
GfdMrpNCuvBGaGYBFYTQd5zW8C6ThqoLfB,20201002,Pre Launch,0.00,0.00,-615 319.32,0.00,-615 319.32
GKsbfFZrrKjsDzgHBbsoPtKW7mbtomfY7e,20201002,Pre Launch,0.00,0.00,-614 404.13,0.00,-614 404.13
GJYS9xpNxUfgmwSkG6ZjtrXthDPqE1Em6A,20201002,Pre Launch,0.00,0.00,-611 023.92,0.00,-611 023.92
GZa74bDezzMoUnqjiU8kmeqLV9B95yRK67,20200929,Pre Launch,0.00,0.00,-600 226.12,0.00,-600 226.12
GdjtzcKJ1bKHcaJJ1BdozmJ33YX3sneBbS,20201002,Pre Launch,0.00,0.00,-598 513.53,0.00,-598 513.53
GV8pjJVdkNw2urinN1PB34zBzwWCA7sJqs,20201002,Pre Launch,0.00,0.00,-597 999.63,0.00,-597 999.63
Gci3HTSFgcGHPfVE2sJ4mv6S15Dod7tLsn,20201002,Pre Launch,0.00,0.00,-585 331.35,0.00,-585 331.35
GZNCzu7eCib6gmcmGvBUvQpSS4KDyW9d2k,20201002,Pre Launch,0.00,0.00,-582 012.83,0.00,-582 012.83
GQKF3vJzvBvctyEbgnHMeJc9zXYU1ELe3V,20201002,Pre Launch,0.00,0.00,-580 469.51,0.00,-580 469.51
GT6YBhUmmoh1DG3dAfGkksC22ueiiUWhmj,20201002,Pre Launch,0.00,0.00,-580 380.23,0.00,-580 380.23
GXCKA46hmWthS3rwj6MseD62CoG6yhHKfB,20201002,Pre Launch,0.00,0.00,-579 506.34,0.00,-579 506.34
GJiSrqZmMhiTzY3J9p2jMfTWjRarLWLBs8,20201002,Pre Launch,0.00,0.00,-574 053.66,0.00,-574 053.66
Gcf4WJhw8jyrzTBTBDyLyAgbP4ySmuj25a,20201002,Pre Launch,0.00,0.00,-572 254.42,0.00,-572 254.42
GN4pda1eRUnQhDMEboWGFtyU3194oDTxwC,20201002,Pre Launch,0.00,0.00,-568 551.65,0.00,-568 551.65
GSGWCRAWj1TRQMwpwnpTUxyEQUtQu3gH5R,20201002,Pre Launch,0.00,0.00,-565 230.24,0.00,-565 230.24
GWPx7XvoJARGmqWsjdWnjxSmNhYx7kEvb7,20201002,Pre Launch,0.00,0.00,-564 927.33,0.00,-564 927.33
GdFae4kt3uKQfN4Scr6qMMYVG6qBDoDndb,20201002,Pre Launch,0.00,0.00,-562 991.30,0.00,-562 991.30
GLqwG4KyG4Mz7ux95MmtS2Vu6G8B8XRjuR,20201002,Pre Launch,0.00,0.00,-561 111.73,0.00,-561 111.73
GJzp5CjswZV56f62UzZUN5w7wJfwjYSRGM,20201002,Pre Launch,0.00,0.00,-558 148.46,0.00,-558 148.46
GKTv1eaNYNbMuWLit27zXyBk8QsK7zk7GL,20201002,Pre Launch,0.00,0.00,-557 796.50,0.00,-557 796.50
GSQZSiEGiGSXG3YNTbufJydQGDJNquEcWP,20201002,Pre Launch,0.00,0.00,-557 010.77,0.00,-557 010.77
GPo9gHGFm6wyvdcgXa6uZypenLHwEzKQrQ,20201002,Pre Launch,0.00,0.00,-554 618.56,0.00,-554 618.56
GgpBKzkB5sAY5wT66xU9mfYpFeu5e8Atao,20201002,Pre Launch,0.00,0.00,-554 567.77,0.00,-554 567.77
GJzaAzmEuNaMeqsqubYQNn7n6iuW3FtMC3,20201002,Pre Launch,0.00,0.00,-552 300.02,0.00,-552 300.02
GcUQuSG4oTonPUiXTn8EoPF9oWEB1NSbwB,20201002,Pre Launch,0.00,0.00,-544 192.77,0.00,-544 192.77
GgnpqA1TY1kpctxfVpBXZk6LLghCPveUBX,20201002,Pre Launch,0.00,0.00,-541 129.21,0.00,-541 129.21
GYCJbRvAzwHJbgqv6n2md6ZnTTK658FAVN,20201002,Pre Launch,0.00,0.00,-536 908.59,0.00,-536 908.59
GZvr4HBd98GKXQ88gS6zzy4xWqLzn3kBKU,20201002,Pre Launch,0.00,0.00,-531 351.02,0.00,-531 351.02
GKxGWjpMUeLRByAJNz43gtV9ew2Ybz3juD,20201002,Pre Launch,0.00,0.00,-525 953.90,0.00,-525 953.90
GPK2Lhk8NQ8vM3BuT46WRYYjafnYcvwzY6,20201002,Pre Launch,0.00,0.00,-523 875.33,0.00,-523 875.33
GdM2vc6p2MZhFoobQRYsdjipVxNYDWizEx,20201002,Pre Launch,0.00,0.00,-522 049.36,0.00,-522 049.36
GUMKJByDUxXnv3qdDeuwxj67hCvZ3hGqcU,20201002,Pre Launch,0.00,0.00,-521 154.49,0.00,-521 154.49
GcR9fwV1uqbMaRH55XywZXnxDi2sNhPLCX,20201002,Pre Launch,0.00,0.00,-517 111.47,0.00,-517 111.47
GVNwdtvn5jRu9UactDCj5rS7WY8mdAZLtK,20201002,Pre Launch,0.00,0.00,-515 138.75,0.00,-515 138.75
Ge2zBDDV5Y4B3m9kRMcLJwjXRNtQaw4aTH,20201002,Pre Launch,0.00,0.00,-510 300.17,0.00,-510 300.17
GeQjqRMdmWxpnNgn632Q3ctA3R8tx4WiQm,20201002,Pre Launch,0.00,0.00,-509 761.74,0.00,-509 761.74
GcirNthv2zbcNppugQkbbkaSGX5qfrCZ9R,20201002,Pre Launch,0.00,0.00,-504 948.24,0.00,-504 948.24
