walletid,Wallet Create Date,Wallet Create Stage,Movement 202101,Movement 202102,Movement 202103,Movement 202104,Movement 202101 - 202104
GfK8JGwp9tNEhHqd5NdHDoQrCCU5DPPwm5,20201002,Pre Launch,0.00,-2 258 584.24,0.00,0.00,-2 258 584.24
GXPFeknouVQ7iNtV5nuY1N5qsPsdGmMLu7,20201002,Pre Launch,0.00,-2 257 910.55,0.00,0.00,-2 257 910.55
GJ6nSsqp7uZmfEEvEYC2UZrn4QZpXAKWDa,20201002,Pre Launch,0.00,-2 255 851.19,0.00,0.00,-2 255 851.19
GbxAniqrKynzJNLLsEhW7hoaPxTE6gc6Nb,20201002,Pre Launch,0.00,-2 249 122.87,0.00,0.00,-2 249 122.87
GQWAc8imHUHYGjbBGy1JHdJmS9qnwVvGRa,20201002,Pre Launch,0.00,-2 239 602.18,0.00,0.00,-2 239 602.18
Gdjj5RzpzSMWQ999xw3tLWJyQuD9uhJLJf,20201002,Pre Launch,0.00,-2 238 671.49,0.00,0.00,-2 238 671.49
GZjGM1FVhGPf5oawiHqsuiCkxeaLc8Poy5,20201002,Pre Launch,0.00,-2 238 115.90,0.00,0.00,-2 238 115.90
GQfL3BY8rDmPMDVwfMuzv5dSx1n1N82Zpt,20201002,Pre Launch,0.00,-2 237 595.21,0.00,0.00,-2 237 595.21
GeB48EbMwVpTdPgu7KJ2mWzEiguvhUQnFH,20201002,Pre Launch,0.00,-2 235 514.92,0.00,0.00,-2 235 514.92
GSh35GHN9JqdwZqMdgaybEgcx5hC6JSFg2,20201002,Pre Launch,0.00,-2 231 650.44,0.00,0.00,-2 231 650.44
GR76R1hku3NBMvL1WaUxU92HV97SicuHN8,20201002,Pre Launch,0.00,-2 227 241.29,0.00,0.00,-2 227 241.29
GN22Hv5Na44ud5vJD4wb3Pyv1hMcUDs8Vd,20201002,Pre Launch,0.00,-2 224 927.64,0.00,0.00,-2 224 927.64
GgfYXnLtntkMiRSk4xm4dgnPB89WhWW1mB,20201002,Pre Launch,0.00,-2 220 000.57,0.00,0.00,-2 220 000.57
GaTECKH1hXBWDTgYs18xyThXm6WiN2dbzR,20201002,Pre Launch,0.00,-2 219 015.70,0.00,0.00,-2 219 015.70
GV9iEJLZ5SvDn4trt31mFSxcRxoTEdCfNn,20201002,Pre Launch,0.00,-2 215 034.54,0.00,0.00,-2 215 034.54
GNZorrg7jf5TPfyvbgUk4KQZZd8paxfCxu,20201002,Pre Launch,0.00,-2 209 320.63,0.00,0.00,-2 209 320.63
GUyQ9JueC6xq7P7cVSMxmdhMHaCemSBmFH,20201002,Pre Launch,0.00,-2 208 005.46,0.00,0.00,-2 208 005.46
GUX7qoUNk6sk3R6juNXzbBZzdzLq7sBHYG,20201002,Pre Launch,0.00,-2 207 843.04,0.00,0.00,-2 207 843.04
GP8uMEH36MQa3QqZWZMifSeBkJ3AqiLmqJ,20201002,Pre Launch,0.00,-2 207 398.87,0.00,0.00,-2 207 398.87
GN3UqbumK3pM4dhRW8fJF1Uuuwjvi8VAT4,20201002,Pre Launch,0.00,-2 206 939.04,0.00,0.00,-2 206 939.04
GNsTpixAhDjF86H8NzpL9Amf57MgwXxrRB,20201002,Pre Launch,0.00,-2 202 855.41,0.00,0.00,-2 202 855.41
GbWice25wxNCX5JnZcHFghGNt9jqvcQZKK,20201002,Pre Launch,0.00,-2 201 978.01,0.00,0.00,-2 201 978.01
GN31wpku7DbHzPJaofpz4F88yuWjAJ3tQD,20201002,Pre Launch,0.00,-2 198 791.73,0.00,0.00,-2 198 791.73
GW3ZbvV5x7E3ENHgzyYm2JECrSM5Vtd8BS,20201002,Pre Launch,0.00,-2 187 879.06,0.00,0.00,-2 187 879.06
GUuWbTKgSNSNNWYunKevyD9J785ECNsiYf,20201002,Pre Launch,0.00,-2 180 703.61,0.00,0.00,-2 180 703.61
GTDLCuM8VSs586vY52UabKjovoHmazQcU6,20201002,Pre Launch,0.00,-2 179 578.61,0.00,0.00,-2 179 578.61
GXQ6rnq1DZtSiGNF1baUB5oK7FrTGsqgC2,20201002,Pre Launch,0.00,-2 172 518.54,0.00,0.00,-2 172 518.54
GYwF4ebqqN5hHA2sDZ24ckGzyZUbuWot54,20201002,Pre Launch,0.00,-2 171 195.28,0.00,0.00,-2 171 195.28
GPzh9enrsAPMVUxHk5eZrQ1Hag6JqZvRD2,20201002,Pre Launch,0.00,-2 168 600.18,0.00,0.00,-2 168 600.18
GS5pUnUjfkjzHAypAVC4LTHZAQ4ycQ5Zb6,20201002,Pre Launch,0.00,-2 165 973.99,0.00,0.00,-2 165 973.99
GJgSTHXQwr116ub6Xt9bX4YXtTRtiuYtY1,20201002,Pre Launch,0.00,-2 155 216.72,0.00,0.00,-2 155 216.72
GRV4yypTs7WTTevDFLKarPzc9fZZQAsSCG,20201002,Pre Launch,0.00,-2 151 281.69,0.00,0.00,-2 151 281.69
GZ624NSYLyezPrhD2PNrPvhGUxKhKt9jyM,20201002,Pre Launch,0.00,-2 147 975.32,0.00,0.00,-2 147 975.32
Gf7rdyX9dQQKrHyDAKs69oqRfsHWYYe1Xr,20201002,Pre Launch,0.00,-2 137 485.31,0.00,0.00,-2 137 485.31
GfyGQ4wSHoGgBx7AvgSkFZSWyGedNFetBX,20201002,Pre Launch,0.00,-2 137 296.34,0.00,0.00,-2 137 296.34
GggZ8RFgyrorxRhdtxkNoDZZ7w8zpybSzK,20201002,Pre Launch,0.00,-2 136 391.98,0.00,0.00,-2 136 391.98
GeHNvNsxA5XAJB7UgaquXaXVYByKvSHmCh,20201002,Pre Launch,0.00,-2 134 292.44,0.00,0.00,-2 134 292.44
GULUKHUX468bKQs7uN1FkuvDeTtY4RGFLs,20201002,Pre Launch,0.00,-2 133 160.05,0.00,0.00,-2 133 160.05
GJVBJFMFWZFHXTk8sEqFMuu9NZ5zZ9WFvR,20201002,Pre Launch,0.00,-2 132 602.82,0.00,0.00,-2 132 602.82
GY4DfppGADMTczGvcYZCk54UmGMmXR8ess,20201001,Pre Launch,0.00,-2 132 519.62,0.00,0.00,-2 132 519.62
GfrQwU4WAb2f5sZGrfCfWfku2MKvYJZYRg,20201002,Pre Launch,0.00,-2 126 182.12,0.00,0.00,-2 126 182.12
GU1SC55QavDe1LDLf4966ED9U91rQcjGwa,20201002,Pre Launch,0.00,-2 125 629.88,0.00,0.00,-2 125 629.88
GTwTWr5HeFPLzXypSS4RDsoJyMUnKhuJ8k,20201002,Pre Launch,0.00,-2 119 950.71,0.00,0.00,-2 119 950.71
Gh4qhzay6vvxRuTzQv6pmYyX2Z2xR5AfHr,20201002,Pre Launch,0.00,-2 117 151.10,0.00,0.00,-2 117 151.10
GUavsj9iaF2t82DSvg6cZ1MdHJnJeSbpCu,20201002,Pre Launch,0.00,-2 113 698.80,0.00,0.00,-2 113 698.80
GWanNcx2XDCh13jpfcfoZNYKyYfQmMQUrp,20201002,Pre Launch,0.00,-2 109 507.36,0.00,0.00,-2 109 507.36
GKqgYJFTh8ZKGJ1kcTqzFuLHwe9onrjDJ5,20201002,Pre Launch,0.00,-2 097 035.41,0.00,0.00,-2 097 035.41
GJiVzP8fB97X5VyAq5y4xwGxgSZ1TsuS3C,20201002,Pre Launch,0.00,-2 095 126.77,0.00,0.00,-2 095 126.77
Gfptwu5qevoT9o8KyquNWBVtjR1DezPBtG,20201002,Pre Launch,0.00,-2 090 948.73,0.00,0.00,-2 090 948.73
GaybMsn6uZmaiDLGF5QSZvtf6u6WQ4C9w6,20201002,Pre Launch,0.00,-2 089 592.57,0.00,0.00,-2 089 592.57
GRePiPJghcnXsTmmvctFvRjhFZxcR3YW3z,20201002,Pre Launch,0.00,-2 087 561.77,0.00,0.00,-2 087 561.77
GVp7g6XV2jZ8uHagewVHKVeXczdY7DUjJT,20201002,Pre Launch,0.00,-2 078 261.71,0.00,0.00,-2 078 261.71
GgjMb9YrdN2P3vodZ1YmLGSSB6nadKCbp5,20201002,Pre Launch,0.00,-2 075 236.22,0.00,0.00,-2 075 236.22
GcS1FsXZYTCBAYo1ZLSPZoGr7Gv9txEt6h,20201002,Pre Launch,0.00,-2 073 347.22,0.00,0.00,-2 073 347.22
GQXEuJVNtqzjNgBaXqFBQxF4FyBSpzuXxX,20201002,Pre Launch,0.00,-2 072 568.32,0.00,0.00,-2 072 568.32
GcWCRWBHY6iAbhX8xv9wxATbFfeTLyF1aM,20201002,Pre Launch,0.00,-2 070 838.62,0.00,0.00,-2 070 838.62
GPJpqXi9CgJicbwfkNUcCGFbV7XVsoczLU,20201002,Pre Launch,0.00,-2 068 138.33,0.00,0.00,-2 068 138.33
GLPaw7byN46jNBzfenPtB1tTYA1zSawGBS,20201002,Pre Launch,0.00,-2 066 722.14,0.00,0.00,-2 066 722.14
GdcSeKDH9NSpxHcZNsZDV3t7bhuaFPi9y3,20201002,Pre Launch,0.00,-2 060 868.85,0.00,0.00,-2 060 868.85
GgTkJtTTLqSGCbu63nVX8GFYyKxa2Thniv,20201002,Pre Launch,0.00,-2 060 542.81,0.00,0.00,-2 060 542.81
GVnU8wCseot6YX3pSXKT3B2acJi5VpFkKR,20201002,Pre Launch,0.00,-2 060 225.84,0.00,0.00,-2 060 225.84
GayjvpPJsmbyTCvvMz73eEpgxthvQjX56M,20201002,Pre Launch,0.00,-2 058 792.23,0.00,0.00,-2 058 792.23
GdQZikK9DomoaXgrdqVzC18TkeYh3bXQug,20201002,Pre Launch,0.00,-2 057 730.53,0.00,0.00,-2 057 730.53
GMmjR8E5kEJMcGZcDGvND2QkFS3dFux6BD,20201002,Pre Launch,0.00,-2 054 932.81,0.00,0.00,-2 054 932.81
GSXuvTKwGhGVpYuUkZfhL7bYtJmxvdhV4J,20201002,Pre Launch,0.00,-2 053 167.73,0.00,0.00,-2 053 167.73
Ge9ZMNzKg6LCFy9XTZYtPDqctHqdQuhZDY,20201002,Pre Launch,0.00,-2 051 343.16,0.00,0.00,-2 051 343.16
GcJJBEpMk36Qi5VpkyxNhiP2oaUTDikSzx,20201002,Pre Launch,0.00,-2 048 489.30,0.00,0.00,-2 048 489.30
GTFpmSPjBUCuYPKFmU4G6BoHQRKxxq4rfn,20201002,Pre Launch,0.00,-2 046 627.73,0.00,0.00,-2 046 627.73
GWQivWkX1vmYH8VuMddWiPzBiMWAtXmMJp,20201002,Pre Launch,0.00,-2 043 169.03,0.00,0.00,-2 043 169.03
GgFj7u3rXq4G5RM7h13gqpGgGgQdYH1N1j,20201002,Pre Launch,0.00,-2 028 652.13,0.00,0.00,-2 028 652.13
GKDS3BqwCMGzNvmF7PjATvtsRw6bKqi5bw,20201002,Pre Launch,0.00,-2 026 850.82,0.00,0.00,-2 026 850.82
GeanoscRUhSfnn7oAy3LteDy6UH9hhFidx,20201002,Pre Launch,0.00,-2 024 945.53,0.00,0.00,-2 024 945.53
GPB6ojNkqusfsJZHFYFKb8h1wDHwh5XU3U,20201002,Pre Launch,0.00,-2 019 301.47,0.00,0.00,-2 019 301.47
GbR7vxxtQBXYoizj3uCmswZBmevCjve3ip,20201001,Pre Launch,0.00,-2 011 475.25,0.00,0.00,-2 011 475.25
GVwSR58rPUrz1khc3TwnDHUqteB9eZEhCr,20201002,Pre Launch,0.00,-2 007 319.81,0.00,0.00,-2 007 319.81
GQtd52qbSzMMdceQKE7vSviu2quk6ZrALS,20201002,Pre Launch,0.00,-2 000 023.35,0.00,0.00,-2 000 023.35
GbZC2Aj5fS8jpinN9vKAXv7PKYgWMVSXCP,20201002,Pre Launch,0.00,-1 998 698.29,0.00,0.00,-1 998 698.29
GHyAuSmdJMhNnFKn7rJiHFeLXLT7Wn6kGN,20201002,Pre Launch,0.00,-1 995 801.28,0.00,0.00,-1 995 801.28
GXP7VEfspwT6sVtz77HhrwdFTZ64tiNfrp,20201002,Pre Launch,0.00,-1 991 096.24,0.00,0.00,-1 991 096.24
GdNztYFTNtdjXihuJBbbvcfB2rZyEQX7kp,20201002,Pre Launch,0.00,-1 988 693.36,0.00,0.00,-1 988 693.36
GNfaYNdvRN9RW9G74uciZubBzvqbLvwCQT,20201002,Pre Launch,0.00,-1 987 982.83,0.00,0.00,-1 987 982.83
GJ31BWBDrYMYAfoT1osSgt8YEUcdgaz9W6,20201002,Pre Launch,0.00,-1 985 520.32,0.00,0.00,-1 985 520.32
GT5hM61E268Q7oAK5WGYrotSvEZAnpLidh,20201002,Pre Launch,0.00,-1 983 416.54,0.00,0.00,-1 983 416.54
GKwg4pGEJ2Wrj4YWgYKfw11sz6hSLbnMMG,20201002,Pre Launch,0.00,-1 980 774.26,0.00,0.00,-1 980 774.26
GLAxFryLh2bENbKTq2KUT3SHRxmVDKGv6M,20201002,Pre Launch,0.00,-1 979 400.92,0.00,0.00,-1 979 400.92
GdS3BGrkz84DySzVtTFJXkbJZiDUwXhtgR,20201002,Pre Launch,0.00,-1 977 911.69,0.00,0.00,-1 977 911.69
GcSy7LR1zQTZndu4vVwDbUn9bvhTxyYv1Z,20201001,Pre Launch,0.00,-1 975 627.02,0.00,0.00,-1 975 627.02
GYtU1zQAgSP82if3k7CxnV5fhavRbyqRw2,20201002,Pre Launch,0.00,-1 973 955.57,0.00,0.00,-1 973 955.57
Ga7U8FrBh7UJKwqCfg1N9zYVuD7CE3B1Xz,20201002,Pre Launch,0.00,-1 973 045.88,0.00,0.00,-1 973 045.88
GWk5LsXFFtEXRxc9Z5sqA4E3We8Yrew8oN,20201002,Pre Launch,0.00,-1 971 756.86,0.00,0.00,-1 971 756.86
Gg9x2xycJZoFiCJZmFrkvzvSJoM9Ymyx7j,20201002,Pre Launch,0.00,-1 967 982.72,0.00,0.00,-1 967 982.72
GHttXyDJTEhJNJdSV7vsEnEmbeYMjntQmw,20201002,Pre Launch,0.00,-1 964 931.29,0.00,0.00,-1 964 931.29
GKdunBQXDA1B4hv8v37StDfv5bHXzwrNMR,20201002,Pre Launch,0.00,-1 963 298.84,0.00,0.00,-1 963 298.84
GRuuvy5FMjSEsdXMkMTy7DeihacmNUwF3b,20201002,Pre Launch,0.00,-1 959 245.94,0.00,0.00,-1 959 245.94
GKZ9VYeJRmZ1TMqSnE6tPNH4idoyXp3tcn,20201002,Pre Launch,0.00,-1 958 579.16,0.00,0.00,-1 958 579.16
GVAzeHA5BrPJYDKAfKTr3HHr1Gm1ve5Sm1,20201002,Pre Launch,0.00,-1 956 281.07,0.00,0.00,-1 956 281.07
GSu2nb7SXUBWZ73ZvARA98fvKYdj6NG4x9,20201002,Pre Launch,0.00,-1 952 073.48,0.00,0.00,-1 952 073.48
GN39oCxMif2CAA45kr5C4RXFTYQnMXQq7E,20201002,Pre Launch,0.00,-1 951 234.51,0.00,0.00,-1 951 234.51
GLt71DWjbgow6bH8kfNnaQp1R83p6xTAhU,20201002,Pre Launch,0.00,-1 947 245.46,0.00,0.00,-1 947 245.46
GQoFtTNEwkarrCQLxmBMy3BKJvk4thGzdm,20201002,Pre Launch,0.00,-1 946 402.19,0.00,0.00,-1 946 402.19
GMm4HeXQ9i1uwhvxNGfy6mAugaQeSWdHA7,20201002,Pre Launch,0.00,-1 943 986.72,0.00,0.00,-1 943 986.72
GXM5NEHGdhbemZNGv4BbMDqaWrF69Rebpo,20201001,Pre Launch,0.00,-1 932 226.29,0.00,0.00,-1 932 226.29
GUw6yf77rpuUYRC2tRDURXafMrVFNgSEDU,20201002,Pre Launch,0.00,-1 930 989.18,0.00,0.00,-1 930 989.18
GdLFDAkX5yW6ZXmEXrq4wBt5KRekF8gNc3,20201002,Pre Launch,0.00,-1 930 824.65,0.00,0.00,-1 930 824.65
GMkV3cNu2tPAZP4inWfcniTWgcFGmgLdXd,20201002,Pre Launch,0.00,-1 930 624.56,0.00,0.00,-1 930 624.56
Gb87udT6jEXX4DfMx8ACYUw7GDzdwzgv9T,20201002,Pre Launch,0.00,-1 925 538.06,0.00,0.00,-1 925 538.06
Ga2P6RSLNJwT51J8knxFU5xDMUjcrCVEo4,20201002,Pre Launch,0.00,-1 923 461.62,0.00,0.00,-1 923 461.62
GMAQfEK4CH3MeFJtzPYvxs12zRzngFWR85,20201002,Pre Launch,0.00,-1 921 432.92,0.00,0.00,-1 921 432.92
Gdgfshs75H6LRotngfAaJ9qQLHhT9EDfiP,20201002,Pre Launch,0.00,-1 920 247.77,0.00,0.00,-1 920 247.77
GLnUbR4Gmf4oGZkZcQRaVRcwsM1gXj3Mu7,20201002,Pre Launch,0.00,-1 917 823.67,0.00,0.00,-1 917 823.67
GKHjbcqqftpqLEXvvgrrwfikmcjQbP3ycj,20201002,Pre Launch,0.00,-1 914 640.51,0.00,0.00,-1 914 640.51
GNG9nBoaHJ3MmLZFTjB6fTVKbwwES3yt1J,20201002,Pre Launch,0.00,-1 907 482.64,0.00,0.00,-1 907 482.64
GQNNGadnhNEpJoUMtA71KmSvXDksQBfkEH,20201002,Pre Launch,0.00,-1 904 576.92,0.00,0.00,-1 904 576.92
GRkZZWCJgWdELHnb5qRE8Xb8Ct1UWLcPQz,20201002,Pre Launch,0.00,-1 892 771.09,0.00,0.00,-1 892 771.09
Gh94ze3jK4HABTN2sw14fuEqwqqvAwGH26,20201002,Pre Launch,0.00,-1 882 378.99,0.00,0.00,-1 882 378.99
GPEqsyYd2bfcA2axZbMBaKBFgq8cCYKtRh,20201002,Pre Launch,0.00,-1 881 003.45,0.00,0.00,-1 881 003.45
GKuyknX84Uy7NjxT3XDZRSgSpB9AQXabmu,20201002,Pre Launch,0.00,-1 877 470.18,0.00,0.00,-1 877 470.18
GM36x9kR9cJ5rK8FFuRQLPv6uW8c54cbfP,20201002,Pre Launch,0.00,-1 870 433.57,0.00,0.00,-1 870 433.57
GfqQ1XpiDtkU76R1fQqF6yk1Ky37iceTUH,20201002,Pre Launch,0.00,-1 868 825.10,0.00,0.00,-1 868 825.10
Gd4aSLwUF3RqbDP7qHFxECoBRDp5vguESe,20201002,Pre Launch,0.00,-1 864 335.53,0.00,0.00,-1 864 335.53
GKCRbqzzr65ATZhSZjidXwT4kzL1bAj3rF,20201002,Pre Launch,0.00,-1 863 468.96,0.00,0.00,-1 863 468.96
Gb7pCtNgTa7J7cREk96y8wu8SyCUz8j4uP,20201002,Pre Launch,0.00,-1 861 024.22,0.00,0.00,-1 861 024.22
GM6cVuNckFU32mpgnoVToduxsVkr7qM7TZ,20201002,Pre Launch,0.00,-1 860 044.47,0.00,0.00,-1 860 044.47
GXqw7PHZjV696BQsJsm7NcuV6ikuWrtL86,20201002,Pre Launch,0.00,-1 854 249.94,0.00,0.00,-1 854 249.94
GMkDMUJUqZC9H9HvRSrNCxF2wqcB6tnRSD,20201002,Pre Launch,0.00,-1 846 697.16,0.00,0.00,-1 846 697.16
GgrRxd895BADQhtxxyxfkG6KhDq6R3gbG8,20201002,Pre Launch,0.00,-1 845 671.16,0.00,0.00,-1 845 671.16
Gg4djAUbaEXbtvYdbn7JZCPNqqxdUXveWC,20201002,Pre Launch,0.00,-1 844 988.32,0.00,0.00,-1 844 988.32
GbYHYVoLKVFa1oyJ14PuC8uACTBe8RezBQ,20201001,Pre Launch,0.00,-1 840 643.53,0.00,0.00,-1 840 643.53
GRYvMjJwYASFSWVn89nFVgHhd44B9r4KjW,20201002,Pre Launch,0.00,-1 831 075.64,0.00,0.00,-1 831 075.64
GKWzCjWXhXzJcpYQKXkYEC9Xo3XL1eLSix,20201002,Pre Launch,0.00,-1 829 284.77,0.00,0.00,-1 829 284.77
GPGrHDQX8gTfxLoXa1vZJQTtmQcSXvBVwA,20201001,Pre Launch,0.00,-1 828 788.73,0.00,0.00,-1 828 788.73
GZC3fYvnPpYynmaTofudjppQrS3STUopiQ,20201002,Pre Launch,0.00,-1 823 236.70,0.00,0.00,-1 823 236.70
GVQ5APRUNNVUivM4MFJSR9fjHRwVdKz5my,20201002,Pre Launch,0.00,-1 819 890.23,0.00,0.00,-1 819 890.23
GVtKvwo5RNWb5pHpPQXTUkwfSYddbtmKbA,20201002,Pre Launch,0.00,-1 810 908.02,0.00,0.00,-1 810 908.02
GRky58HtQRADyXCRVeggGnurRWzsjHq8AS,20201002,Pre Launch,0.00,-1 795 761.82,0.00,0.00,-1 795 761.82
GdLPVFCxxi5o7zZRNsTZusVxyo3Ymhae46,20201002,Pre Launch,0.00,-1 791 829.35,0.00,0.00,-1 791 829.35
GVf8otk2pZgcYcATGAFJsNgjeXYTx61Q9o,20201002,Pre Launch,0.00,-1 791 230.28,0.00,0.00,-1 791 230.28
GTndequpqTzftqdq4ha8ZukRV7frixHWiL,20201002,Pre Launch,0.00,-1 790 831.82,0.00,0.00,-1 790 831.82
GQ1vE8noMyubg7xU6aacTosgjGe1K1J3r1,20201002,Pre Launch,0.00,-1 786 496.75,0.00,0.00,-1 786 496.75
GUxNt5zu1ULgkHXzAwxWXdXjjbQ9q2TGD5,20201002,Pre Launch,0.00,-1 781 080.69,0.00,0.00,-1 781 080.69
GQ8uFjH1GBxj5FU1n384CXqv5wi8ePnVwP,20201002,Pre Launch,0.00,-1 767 102.62,0.00,0.00,-1 767 102.62
GWjHPaWUePEJcCrS5eB8CEAo9ndLEdWjgs,20201002,Pre Launch,0.00,-1 764 332.65,0.00,0.00,-1 764 332.65
GYZuToYyuRHvUQgGGXEiLwuPRYpMMKbM1X,20201002,Pre Launch,0.00,-1 753 948.83,0.00,0.00,-1 753 948.83
GWd4GSY9nyEs933Y5aJoUQhHsvBZX29DP9,20201002,Pre Launch,0.00,-1 749 041.80,0.00,0.00,-1 749 041.80
GJSseCBa4JDp6UM1KHtQGaK1vxhSuXfPWQ,20201002,Pre Launch,0.00,-1 748 728.71,0.00,0.00,-1 748 728.71
GdsunTVTrSKM2TbKp9tMQjJBEQxDepre5r,20201002,Pre Launch,0.00,-1 742 948.87,0.00,0.00,-1 742 948.87
GNHBh8fCUNhLw9btMXHxuTczkWu5boXGPs,20201002,Pre Launch,0.00,-1 729 266.80,0.00,0.00,-1 729 266.80
GVDjga3xt4EiWnCFdzPeHarihpCinCeBV5,20201002,Pre Launch,0.00,-1 728 896.97,0.00,0.00,-1 728 896.97
GRdkCzEKdFQkeirv9YN1fE5DX2A7rzLFcC,20201002,Pre Launch,0.00,-1 721 684.81,0.00,0.00,-1 721 684.81
GUzFXUZiao9GFSMw3eZ4qpVsiKYCYu3V4b,20201002,Pre Launch,0.00,-1 719 118.84,0.00,0.00,-1 719 118.84
GKdBPvudSyBi18BZERmHAgYnnaBoydMqNF,20201002,Pre Launch,0.00,-1 717 555.15,0.00,0.00,-1 717 555.15
GbpBQCqn64bCh4JyE23jqfSUFqcAVMLJ2e,20201002,Pre Launch,0.00,-1 717 399.42,0.00,0.00,-1 717 399.42
GN2kXBudeDeHQaH9NTuVc17f28frr8M5N7,20201002,Pre Launch,0.00,-1 708 724.01,0.00,0.00,-1 708 724.01
Gf5AmfRCpnXQBKKXMJtWUZ1pbS6LdHf3ig,20201002,Pre Launch,0.00,-1 708 398.07,0.00,0.00,-1 708 398.07
GNFTMMnEJkM6uaRqxKeMKb1L8rDWCSrefs,20201002,Pre Launch,0.00,-1 703 442.63,0.00,0.00,-1 703 442.63
GKnaHmwDKYvTHwUqVdwrraH4RGWbL54Qch,20201002,Pre Launch,0.00,-1 702 309.65,0.00,0.00,-1 702 309.65
GMx4nUKtkbMtJXZNmYnGjeNkywfEpmWzR5,20201002,Pre Launch,0.00,-1 693 194.56,0.00,0.00,-1 693 194.56
GSRR3wsfGo52PbkAjeBfMnP6aavfoGnTai,20201002,Pre Launch,0.00,-1 689 357.61,0.00,0.00,-1 689 357.61
GLkiQv4D4CNPeM9ZWzRC8RxUwXX1zAneGz,20201002,Pre Launch,0.00,-1 684 681.41,0.00,0.00,-1 684 681.41
GLfr2ZGTSAB1gjpK9AcBZjyszq48QhBYuj,20201001,Pre Launch,0.00,-1 683 436.77,0.00,0.00,-1 683 436.77
GTCn8Sg1ccbhvduMeMdEssRSKTTuEkGxH8,20201002,Pre Launch,0.00,-1 680 552.77,0.00,0.00,-1 680 552.77
GSQiVRJ28X4GFr16NrEwYVWEq1qB6L1BUt,20201002,Pre Launch,0.00,-1 679 474.26,0.00,0.00,-1 679 474.26
GdvNx45CT76BJwmbiu1EDYJed4BHNUFhkm,20201002,Pre Launch,0.00,-1 676 809.57,0.00,0.00,-1 676 809.57
GgZZ3z1aGRh4vqHMfoect2oKTM8cKxsuNT,20201002,Pre Launch,0.00,-1 669 140.54,0.00,0.00,-1 669 140.54
Ga4py6v3dRjpFcT2ArV6grhhSDPURvYoNd,20201002,Pre Launch,0.00,-1 665 511.85,0.00,0.00,-1 665 511.85
GaqwuTPRc11V38VhQ2Pg5YNiB5zGGNSWS4,20201002,Pre Launch,0.00,-1 664 354.00,0.00,0.00,-1 664 354.00
GXdLPqvio7gjC57gjbarcVGnNZnuAcTaXV,20201002,Pre Launch,0.00,-1 653 956.81,0.00,0.00,-1 653 956.81
GHxtZDRgR5esHoWVYtdr8wpqqNdYj9t95E,20201001,Pre Launch,0.00,-1 652 767.96,0.00,0.00,-1 652 767.96
GVSaGFnQnjo1RyJkpTg2H2wMeLBpgkBVo6,20201002,Pre Launch,0.00,-1 650 504.38,0.00,0.00,-1 650 504.38
GZ6TNUmv4x7ewBtknaa2s31nBqi8qzEpYK,20201002,Pre Launch,0.00,-1 645 248.31,0.00,0.00,-1 645 248.31
GRRMQ7QLQox1eLNUpp1mwWrwQnG4gWyW8u,20201002,Pre Launch,0.00,-1 635 943.61,0.00,0.00,-1 635 943.61
GfSYkJq1NzoSowhuoeC3h6UPwZFJTw6Jt2,20201002,Pre Launch,0.00,-1 633 421.73,0.00,0.00,-1 633 421.73
GLwxrkT9ebPdFJ5vhG9ViyJUk1Cc8RFqDa,20201002,Pre Launch,0.00,-1 632 067.61,0.00,0.00,-1 632 067.61
GU5ey8b5JuDxqqRTbjJYueAJ5degp4tRor,20201002,Pre Launch,0.00,-1 631 741.96,0.00,0.00,-1 631 741.96
GWvSC9SwSGXB3oFrAqFQkuokwPFikkto4c,20201002,Pre Launch,0.00,-1 622 782.12,0.00,0.00,-1 622 782.12
GVQ4zSXfr1E8j46NTggBe1anZNACfbxUtW,20201002,Pre Launch,0.00,-1 620 818.24,0.00,0.00,-1 620 818.24
GdePfESHZXqx3TJHQv7MoXhmrSk6edbxC8,20201001,Pre Launch,0.00,-1 618 414.57,0.00,0.00,-1 618 414.57
GVSsqR6Ke3nm4WMSH7j9dw3D9583YBAn7E,20201002,Pre Launch,0.00,-1 616 868.78,0.00,0.00,-1 616 868.78
GaPNkh4eGq9ZMUQbuvjpGBLvi6UPCCYM4i,20201002,Pre Launch,0.00,-1 597 066.52,0.00,0.00,-1 597 066.52
GcTA5a23Gq542BwUkmim853ukq4yvWk8Fc,20201002,Pre Launch,0.00,-1 596 993.65,0.00,0.00,-1 596 993.65
Gaw9UNMKTFBDLnTuVfLC7rAveZMiyhD2FL,20201002,Pre Launch,0.00,-1 592 633.05,0.00,0.00,-1 592 633.05
GgpDmL1LBam6noudRdJ1aUZeqoAWjtiKby,20201002,Pre Launch,0.00,-1 564 740.32,0.00,0.00,-1 564 740.32
GQGiH58xgVxhBBKXHtevqy95pVv2MkDqnf,20201002,Pre Launch,0.00,-1 546 830.81,0.00,0.00,-1 546 830.81
GPJVAPXHmUqaJoH8eRE2FBnge3WWbULfSd,20201002,Pre Launch,0.00,-1 543 743.53,0.00,0.00,-1 543 743.53
GSX4iv7VkLiFY9uy6XYktHTVagq5g61rqL,20201002,Pre Launch,0.00,-1 533 996.54,0.00,0.00,-1 533 996.54
Gb3dd1M1LxbpvzTc8N8D8eMwgVxC2APk5c,20201002,Pre Launch,0.00,-1 519 176.17,0.00,0.00,-1 519 176.17
GcBaPY6hsWapkZVSthMmuPCbEJNfufmVBV,20201001,Pre Launch,0.00,-1 508 137.88,0.00,0.00,-1 508 137.88
